"dtc","modelType","factory","serialStart","serialEnd","ecu","compFull","standard","event","symptom","condition","preDtc","causes","actions","mode"
"B11C718","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","Electro-Hydraulic Proportional Valve, 2-Piece Boom Out","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B11C718 Electro-Hydraulic Proportional Valve, 2-Piece Boom Out 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P10FE00","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","미립자 필터 막힘 - 매연 누적 다소 높음 뱅크 1","ISO 14229 / SAE J1939","추가 정보 없음","P10FE00 미립자 필터 막힘 - 매연 누적 다소 높음 뱅크 1 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P100711","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","에어 필터 표시기","ISO 14229 / SAE J1939","회로의 접지 단락","PID 107-4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B102518","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","펌프 1 PPRV","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B102518 펌프 1 PPRV 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B104318","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","지지대 3 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B104318 지지대 3 솔레노이드 밸브 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U100600","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","GPMECU_3 GPMECU_1 BB2 버스 진단","ISO 14229 / SAE J1939","추가 정보 없음","U100600 GPMECU_3 GPMECU_1 BB2 버스 진단 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P011300","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","엔진 입구 다기관 1 온도 회로 높음 (뱅크 1)","ISO 14229 / SAE J1939","추가 정보 없음","P011300 엔진 입구 다기관 1 온도 회로 높음 (뱅크 1) 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C104507","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","중앙 윤활 메인 라인 채널 A, 압력 없음","ISO 14229 / SAE J1939","기계장치 오류","C104507 중앙 윤활 메인 라인 채널 A, 압력 없음 기계장치 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U000188","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","CAN 통신 간선 2 네트","ISO 14229 / SAE J1939","버스 오프","EF2111-2","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P020113","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","실린더 1 인젝터 ""A""","ISO 14229 / SAE J1939","회로 단선","SID 1-5","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P253901","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","저압 연료 시스템 센서 회로","ISO 14229 / SAE J1939","일반적 전기적 오류","SPN 94-FMI12","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P02D000","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","실린더 3 연료 인젝터 오프셋 학습(최소 한계점에서)","ISO 14229 / SAE J1939","추가 정보 없음","MA2303-7","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P222612","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","바로미터 압력 회로","ISO 14229 / SAE J1939","회로의 전원 단락","PID 108-3","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P206A13","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 품질","ISO 14229 / SAE J1939","회로 단선","SE2541-5","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B103811","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","냉각팬 속도 센서","ISO 14229 / SAE J1939","회로의 접지 단락","B103811 냉각팬 속도 센서 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P22647A","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","계기 클러스터 그래픽","연료 센서의 물","ISO 14229 / SAE J1939","오일 누출 또는 씰 오류","P22647A 연료 센서의 물 오일 누출 또는 씰 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B104E12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","패턴 변경","ISO 14229 / SAE J1939","회로의 전원 단락","B104E12 패턴 변경 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B108512","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","Swing Brake Release, Solenoid Valve","ISO 14229 / SAE J1939","회로의 전원 단락","B108512 Swing Brake Release, Solenoid Valve 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P1009A3","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV BMU 전압 공급 ""A""","ISO 14229 / SAE J1939","시스템 전압 높음","P1009A3 하이브리드/EV BMU 전압 공급 ""A"" 시스템 전압 높음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P100A96","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV BMU 하드웨어 ""A""","ISO 14229 / SAE J1939","구성부품 내부 오류","P100A96 하이브리드/EV BMU 하드웨어 ""A"" 구성부품 내부 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P102619","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV 배터리 충전 스위치 유닛 ""B""","ISO 14229 / SAE J1939","회로 전류 임계값 초과","P102619 하이브리드/EV 배터리 충전 스위치 유닛 ""B"" 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U30004A","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","전자 컨트롤 유닛","ISO 14229 / SAE J1939","잘못된 구성부품 장착","U30004A 전자 컨트롤 유닛 잘못된 구성부품 장착","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B105E2A","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 2","X3/X4 Selection Switch","ISO 14229 / SAE J1939","신호 고착 범위","B105E2A X3/X4 Selection Switch 신호 고착 범위","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P205A64","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 탱크 온도 센서","ISO 14229 / SAE J1939","신호 타당성 오류","SE2536-2","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P26E712","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","액츄에이터 공급 전압 ""D""","ISO 14229 / SAE J1939","회로의 전원 단락","P26E712 액츄에이터 공급 전압 ""D"" 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B103911","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","인간 기계 인터페이스 컨트롤 유닛","스크리드 보조 액추에이터","ISO 14229 / SAE J1939","회로의 접지 단락","SPN 524163 FMI4 - Screed assist short low","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P204264","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 온도 센서","ISO 14229 / SAE J1939","신호 타당성 오류","P204264 환원제 온도 센서 신호 타당성 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P205A11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 탱크 온도 센서","ISO 14229 / SAE J1939","회로의 접지 단락","P205A11 환원제 탱크 온도 센서 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P06B017","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","센서 전원 공급장치 ""A""","ISO 14229 / SAE J1939","회로 전압 임계값 초과","P06B017 센서 전원 공급장치 ""A"" 회로 전압 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P20B111","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 히터 냉각수 컨트롤 밸브 컨트롤","ISO 14229 / SAE J1939","회로의 접지 단락","SPN 3363-FMI4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P203111","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","배기 가스 온도 센서 뱅크 1 센서 2","ISO 14229 / SAE J1939","회로의 접지 단락","SE2521-4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P23AC11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","NOx 센서 회로 뱅크 1 센서 3","ISO 14229 / SAE J1939","회로의 접지 단락","P23AC11 NOx 센서 회로 뱅크 1 센서 3 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
